task_id,condition_id,repetition_index,task_success_visible,otel_trace_complete,end_to_end_task_latency_ms,per_task_cost_usd,total_tokens,input_tokens,output_tokens,run_id
repo-koppa-quota-abstention-001,hindsight,1,1,pass,54276,8.162000000000001e-05,470,357,113,memswe-smoke-repo-koppa-quota-abstention-001-hindsight-r1-2026-07-09T11-06-55-383Z
repo-koppa-quota-abstention-001,hindsight,2,1,pass,93341,5.754000000000001e-05,384,357,27,memswe-smoke-repo-koppa-quota-abstention-001-hindsight-r2-2026-07-09T11-07-58-562Z
repo-koppa-quota-abstention-001,hindsight,3,1,pass,4310,8.274000000000001e-05,474,357,117,memswe-smoke-repo-koppa-quota-abstention-001-hindsight-r3-2026-07-09T11-09-41-543Z
repo-koppa-quota-abstention-001,hindsight,4,1,pass,2517,6.034000000000001e-05,394,357,37,memswe-smoke-repo-koppa-quota-abstention-001-hindsight-r4-2026-07-09T11-09-54-671Z
repo-koppa-quota-abstention-001,honcho,1,1,pass,6131,0.00010948000000000002,667,552,115,memswe-smoke-repo-koppa-quota-abstention-001-honcho-r1-2026-07-09T09-58-43-036Z
repo-koppa-quota-abstention-001,honcho,2,1,pass,4686,9.296e-05,578,492,86,memswe-smoke-repo-koppa-quota-abstention-001-honcho-r2-2026-07-09T10-00-14-075Z
repo-koppa-quota-abstention-001,honcho,3,1,pass,3805,0.00010318,596,455,141,memswe-smoke-repo-koppa-quota-abstention-001-honcho-r3-2026-07-09T10-01-47-033Z
repo-koppa-quota-abstention-001,honcho,4,1,pass,50018,8.12e-05,558,536,22,memswe-smoke-repo-koppa-quota-abstention-001-honcho-r4-2026-07-09T10-03-13-065Z
repo-koppa-quota-abstention-001,no_memory,1,1,pass,10071,8.736e-05,491,358,133,memswe-smoke-repo-koppa-quota-abstention-001-no_memory-r1-2026-07-09T10-31-32-295Z
repo-koppa-quota-abstention-001,no_memory,2,1,pass,51473,0.00074508,2840,358,2482,memswe-smoke-repo-koppa-quota-abstention-001-no_memory-r2-2026-07-09T10-31-45-169Z
repo-koppa-quota-abstention-001,no_memory,3,1,pass,10584,6.0480000000000004e-05,395,358,37,memswe-smoke-repo-koppa-quota-abstention-001-no_memory-r3-2026-07-09T10-32-40-669Z
repo-koppa-quota-abstention-001,no_memory,4,1,pass,10636,6.104e-05,397,358,39,memswe-smoke-repo-koppa-quota-abstention-001-no_memory-r4-2026-07-09T10-32-54-344Z
repo-koppa-quota-abstention-001,supermemory,1,1,pass,2611,5.096e-05,361,358,3,memswe-smoke-repo-koppa-quota-abstention-001-supermemory-r1-2026-07-09T12-07-04-677Z
repo-koppa-quota-abstention-001,supermemory,2,1,pass,5850,0.0001036,549,358,191,memswe-smoke-repo-koppa-quota-abstention-001-supermemory-r2-2026-07-09T12-07-20-526Z
repo-koppa-quota-abstention-001,supermemory,3,1,pass,13637,8.512e-05,483,358,125,memswe-smoke-repo-koppa-quota-abstention-001-supermemory-r3-2026-07-09T12-07-42-823Z
repo-koppa-quota-abstention-001,supermemory,4,1,pass,5305,8.876000000000001e-05,496,358,138,memswe-smoke-repo-koppa-quota-abstention-001-supermemory-r4-2026-07-09T12-08-07-438Z
repo-koppa-quota-abstention-001,zep,1,1,pass,4823,9.478000000000001e-05,517,357,160,memswe-smoke-repo-koppa-quota-abstention-001-zep-r1-2026-07-09T11-43-21-627Z
repo-koppa-quota-abstention-001,zep,2,1,pass,5392,6.118000000000001e-05,397,357,40,memswe-smoke-repo-koppa-quota-abstention-001-zep-r2-2026-07-09T11-44-01-347Z
repo-koppa-quota-abstention-001,zep,3,1,pass,2591,5.1660000000000003e-05,363,357,6,memswe-smoke-repo-koppa-quota-abstention-001-zep-r3-2026-07-09T11-44-40-909Z
repo-koppa-quota-abstention-001,zep,4,1,pass,3137,7.266000000000001e-05,438,357,81,memswe-smoke-repo-koppa-quota-abstention-001-zep-r4-2026-07-09T11-45-17-636Z
repo-lambda-secret-withholding-001,full_context,1,1,pass,5223,0.00015652,864,610,254,memswe-smoke-repo-lambda-secret-withholding-001-full_context-r1-2026-07-09T01-07-31-894Z
repo-lambda-secret-withholding-001,full_context,2,1,pass,2083,0.00011256,707,610,97,memswe-smoke-repo-lambda-secret-withholding-001-full_context-r2-2026-07-09T01-09-10-741Z
repo-lambda-secret-withholding-001,full_context,3,1,pass,2630,0.00010836,692,610,82,memswe-smoke-repo-lambda-secret-withholding-001-full_context-r3-2026-07-09T01-09-14-769Z
repo-lambda-secret-withholding-001,full_context,4,1,pass,1796,0.00011368,711,610,101,memswe-smoke-repo-lambda-secret-withholding-001-full_context-r4-2026-07-09T01-09-19-482Z
repo-lambda-secret-withholding-001,hindsight,1,1,pass,6461,0.00014378,682,337,345,memswe-smoke-repo-lambda-secret-withholding-001-hindsight-r1-2026-07-09T11-03-41-071Z
repo-lambda-secret-withholding-001,hindsight,2,1,pass,7194,8.89e-05,486,337,149,memswe-smoke-repo-lambda-secret-withholding-001-hindsight-r2-2026-07-09T11-04-57-359Z
repo-lambda-secret-withholding-001,hindsight,3,1,pass,4499,7.266000000000001e-05,428,337,91,memswe-smoke-repo-lambda-secret-withholding-001-hindsight-r3-2026-07-09T11-05-18-255Z
repo-lambda-secret-withholding-001,hindsight,4,1,pass,71934,5.978000000000001e-05,382,337,45,memswe-smoke-repo-lambda-secret-withholding-001-hindsight-r4-2026-07-09T11-05-33-864Z
repo-lambda-secret-withholding-001,honcho,1,1,pass,78590,0.00010906,663,547,116,memswe-smoke-repo-lambda-secret-withholding-001-honcho-r1-2026-07-09T09-50-42-960Z
repo-lambda-secret-withholding-001,honcho,2,1,pass,2491,8.442000000000001e-05,574,545,29,memswe-smoke-repo-lambda-secret-withholding-001-honcho-r2-2026-07-09T09-53-31-124Z
repo-lambda-secret-withholding-001,honcho,3,1,pass,20357,8.694e-05,542,463,79,memswe-smoke-repo-lambda-secret-withholding-001-honcho-r3-2026-07-09T09-54-59-956Z
repo-lambda-secret-withholding-001,honcho,4,1,pass,27273,0.00011158000000000001,630,463,167,memswe-smoke-repo-lambda-secret-withholding-001-honcho-r4-2026-07-09T09-56-49-217Z
repo-lambda-secret-withholding-001,no_memory,1,1,pass,63806,8.092e-05,458,338,120,memswe-smoke-repo-lambda-secret-withholding-001-no_memory-r1-2026-07-09T10-28-18-738Z
repo-lambda-secret-withholding-001,no_memory,2,1,pass,46864,5.824e-05,377,338,39,memswe-smoke-repo-lambda-secret-withholding-001-no_memory-r2-2026-07-09T10-29-26-706Z
repo-lambda-secret-withholding-001,no_memory,3,1,pass,35663,7.728e-05,445,338,107,memswe-smoke-repo-lambda-secret-withholding-001-no_memory-r3-2026-07-09T10-30-17-069Z
repo-lambda-secret-withholding-001,no_memory,4,1,pass,32596,0.00067648,2585,338,2247,memswe-smoke-repo-lambda-secret-withholding-001-no_memory-r4-2026-07-09T10-30-56-632Z
repo-lambda-secret-withholding-001,supermemory,1,1,pass,25869,9.044000000000001e-05,492,338,154,memswe-smoke-repo-lambda-secret-withholding-001-supermemory-r1-2026-07-09T12-05-23-008Z
repo-lambda-secret-withholding-001,supermemory,2,1,pass,8621,0.00018032,813,338,475,memswe-smoke-repo-lambda-secret-withholding-001-supermemory-r2-2026-07-09T12-06-04-332Z
repo-lambda-secret-withholding-001,supermemory,3,1,pass,10919,9.912000000000001e-05,523,338,185,memswe-smoke-repo-lambda-secret-withholding-001-supermemory-r3-2026-07-09T12-06-25-079Z
repo-lambda-secret-withholding-001,supermemory,4,1,pass,4341,6.608e-05,405,338,67,memswe-smoke-repo-lambda-secret-withholding-001-supermemory-r4-2026-07-09T12-06-47-911Z
repo-lambda-secret-withholding-001,zep,1,1,pass,5129,0.00010850000000000001,556,337,219,memswe-smoke-repo-lambda-secret-withholding-001-zep-r1-2026-07-09T11-40-02-455Z
repo-lambda-secret-withholding-001,zep,2,1,pass,14330,4.8020000000000004e-05,340,337,3,memswe-smoke-repo-lambda-secret-withholding-001-zep-r2-2026-07-09T11-40-42-495Z
repo-lambda-secret-withholding-001,zep,3,1,pass,14592,0.00028182,1175,337,838,memswe-smoke-repo-lambda-secret-withholding-001-zep-r3-2026-07-09T11-41-31-281Z
repo-lambda-secret-withholding-001,zep,4,1,pass,26149,6.09e-05,386,337,49,memswe-smoke-repo-lambda-secret-withholding-001-zep-r4-2026-07-09T11-42-20-757Z
repo-pi-checkout-signing-scope-isolation-001,full_context,1,1,pass,4644,0.00014182,857,701,156,memswe-smoke-repo-pi-checkout-signing-scope-isolation-001-full_context-r1-2026-07-09T01-20-31-300Z
repo-pi-checkout-signing-scope-isolation-001,full_context,2,1,pass,4327,0.00016534,941,701,240,memswe-smoke-repo-pi-checkout-signing-scope-isolation-001-full_context-r2-2026-07-09T01-20-38-070Z
repo-pi-checkout-signing-scope-isolation-001,full_context,3,1,pass,4194,0.00014602,872,701,171,memswe-smoke-repo-pi-checkout-signing-scope-isolation-001-full_context-r3-2026-07-09T01-20-45-184Z
repo-pi-checkout-signing-scope-isolation-001,full_context,4,1,pass,2758,0.0001281,808,701,107,memswe-smoke-repo-pi-checkout-signing-scope-isolation-001-full_context-r4-2026-07-09T01-20-52-264Z
repo-pi-checkout-signing-scope-isolation-001,hindsight,1,1,pass,8180,8.736e-05,497,370,127,memswe-smoke-repo-pi-checkout-signing-scope-isolation-001-hindsight-r1-2026-07-09T11-14-59-269Z
repo-pi-checkout-signing-scope-isolation-001,hindsight,2,1,pass,14225,8.232000000000001e-05,479,370,109,memswe-smoke-repo-pi-checkout-signing-scope-isolation-001-hindsight-r2-2026-07-09T11-15-17-393Z
repo-pi-checkout-signing-scope-isolation-001,hindsight,3,1,pass,16284,6.104000000000001e-05,403,370,33,memswe-smoke-repo-pi-checkout-signing-scope-isolation-001-hindsight-r3-2026-07-09T11-15-46-315Z
repo-pi-checkout-signing-scope-isolation-001,hindsight,4,1,pass,43765,0.00014084000000000001,688,370,318,memswe-smoke-repo-pi-checkout-signing-scope-isolation-001-hindsight-r4-2026-07-09T11-16-15-683Z
repo-pi-checkout-signing-scope-isolation-001,honcho,1,1,pass,6308,0.00013468,744,526,218,memswe-smoke-repo-pi-checkout-signing-scope-isolation-001-honcho-r1-2026-07-09T10-17-56-602Z
repo-pi-checkout-signing-scope-isolation-001,honcho,2,1,pass,3001,0.00010416,623,502,121,memswe-smoke-repo-pi-checkout-signing-scope-isolation-001-honcho-r2-2026-07-09T10-19-31-865Z
repo-pi-checkout-signing-scope-isolation-001,honcho,3,1,pass,5307,9.338e-05,581,495,86,memswe-smoke-repo-pi-checkout-signing-scope-isolation-001-honcho-r3-2026-07-09T10-20-58-901Z
repo-pi-checkout-signing-scope-isolation-001,honcho,4,1,pass,3892,8.33e-05,553,511,42,memswe-smoke-repo-pi-checkout-signing-scope-isolation-001-honcho-r4-2026-07-09T10-22-32-861Z
repo-pi-checkout-signing-scope-isolation-001,no_memory,1,1,pass,4187,7.126e-05,440,371,69,memswe-smoke-repo-pi-checkout-signing-scope-isolation-001-no_memory-r1-2026-07-09T10-39-46-130Z
repo-pi-checkout-signing-scope-isolation-001,no_memory,2,1,pass,68428,8.554e-05,491,371,120,memswe-smoke-repo-pi-checkout-signing-scope-isolation-001-no_memory-r2-2026-07-09T10-39-52-463Z
repo-pi-checkout-signing-scope-isolation-001,no_memory,3,1,pass,4490,7.63e-05,458,371,87,memswe-smoke-repo-pi-checkout-signing-scope-isolation-001-no_memory-r3-2026-07-09T10-41-03-668Z
repo-pi-checkout-signing-scope-isolation-001,no_memory,4,1,pass,5481,0.00010654,566,371,195,memswe-smoke-repo-pi-checkout-signing-scope-isolation-001-no_memory-r4-2026-07-09T10-41-10-711Z
repo-pi-checkout-signing-scope-isolation-001,supermemory,1,1,pass,6395,0.00010234,551,371,180,memswe-smoke-repo-pi-checkout-signing-scope-isolation-001-supermemory-r1-2026-07-09T12-12-52-198Z
repo-pi-checkout-signing-scope-isolation-001,supermemory,2,1,pass,5892,7.098e-05,439,371,68,memswe-smoke-repo-pi-checkout-signing-scope-isolation-001-supermemory-r2-2026-07-09T12-13-08-538Z
repo-pi-checkout-signing-scope-isolation-001,supermemory,3,1,pass,2712,5.95e-05,398,371,27,memswe-smoke-repo-pi-checkout-signing-scope-isolation-001-supermemory-r3-2026-07-09T12-13-25-658Z
repo-pi-checkout-signing-scope-isolation-001,supermemory,4,1,pass,43426,5.614e-05,386,371,15,memswe-smoke-repo-pi-checkout-signing-scope-isolation-001-supermemory-r4-2026-07-09T12-13-43-747Z
repo-pi-checkout-signing-scope-isolation-001,zep,1,1,pass,37028,6.888e-05,431,370,61,memswe-smoke-repo-pi-checkout-signing-scope-isolation-001-zep-r1-2026-07-09T11-52-46-380Z
repo-pi-checkout-signing-scope-isolation-001,zep,2,1,pass,3273,6.888e-05,431,370,61,memswe-smoke-repo-pi-checkout-signing-scope-isolation-001-zep-r2-2026-07-09T11-53-57-756Z
repo-pi-checkout-signing-scope-isolation-001,zep,3,1,pass,2695,6.636000000000001e-05,422,370,52,memswe-smoke-repo-pi-checkout-signing-scope-isolation-001-zep-r3-2026-07-09T11-54-35-119Z
repo-pi-checkout-signing-scope-isolation-001,zep,4,1,pass,17055,8.400000000000001e-05,485,370,115,memswe-smoke-repo-pi-checkout-signing-scope-isolation-001-zep-r4-2026-07-09T11-55-11-902Z
repo-qoppa-abstain-expired-fact-python-001,full_context,1,1,pass,5294,8.666e-05,528,437,91,memswe-smoke-repo-qoppa-abstain-expired-fact-python-001-full_context-r1-2026-07-09T01-19-35-083Z
repo-qoppa-abstain-expired-fact-python-001,full_context,2,1,pass,3819,0.00010038,577,437,140,memswe-smoke-repo-qoppa-abstain-expired-fact-python-001-full_context-r2-2026-07-09T01-19-48-603Z
repo-qoppa-abstain-expired-fact-python-001,full_context,3,1,pass,3363,0.00010094,579,437,142,memswe-smoke-repo-qoppa-abstain-expired-fact-python-001-full_context-r3-2026-07-09T01-19-58-175Z
repo-qoppa-abstain-expired-fact-python-001,full_context,4,1,pass,2613,8.358e-05,517,437,80,memswe-smoke-repo-qoppa-abstain-expired-fact-python-001-full_context-r4-2026-07-09T01-20-07-689Z
repo-qoppa-abstain-expired-fact-python-001,hindsight,1,1,pass,2378,3.9760000000000006e-05,269,254,15,memswe-smoke-repo-qoppa-abstain-expired-fact-python-001-hindsight-r1-2026-07-09T11-10-07-382Z
repo-qoppa-abstain-expired-fact-python-001,hindsight,2,1,pass,84365,3.6120000000000007e-05,256,254,2,memswe-smoke-repo-qoppa-abstain-expired-fact-python-001-hindsight-r2-2026-07-09T11-10-25-715Z
repo-qoppa-abstain-expired-fact-python-001,hindsight,3,1,pass,3282,4.032000000000001e-05,271,254,17,memswe-smoke-repo-qoppa-abstain-expired-fact-python-001-hindsight-r3-2026-07-09T11-12-14-529Z
repo-qoppa-abstain-expired-fact-python-001,hindsight,4,1,pass,82342,4.2560000000000006e-05,279,254,25,memswe-smoke-repo-qoppa-abstain-expired-fact-python-001-hindsight-r4-2026-07-09T11-12-31-754Z
repo-qoppa-abstain-expired-fact-python-001,honcho,1,1,pass,25406,5.838000000000001e-05,413,409,4,memswe-smoke-repo-qoppa-abstain-expired-fact-python-001-honcho-r1-2026-07-09T10-05-32-359Z
repo-qoppa-abstain-expired-fact-python-001,honcho,2,1,pass,2775,6.062e-05,427,421,6,memswe-smoke-repo-qoppa-abstain-expired-fact-python-001-honcho-r2-2026-07-09T10-06-48-475Z
repo-qoppa-abstain-expired-fact-python-001,honcho,3,1,pass,11934,0.00017164000000000003,849,472,377,memswe-smoke-repo-qoppa-abstain-expired-fact-python-001-honcho-r3-2026-07-09T10-08-19-865Z
repo-qoppa-abstain-expired-fact-python-001,honcho,4,1,pass,4053,0.0001358,761,552,209,memswe-smoke-repo-qoppa-abstain-expired-fact-python-001-honcho-r4-2026-07-09T10-10-03-655Z
repo-qoppa-abstain-expired-fact-python-001,no_memory,1,1,pass,48609,3.934e-05,268,255,13,memswe-smoke-repo-qoppa-abstain-expired-fact-python-001-no_memory-r1-2026-07-09T10-33-07-978Z
repo-qoppa-abstain-expired-fact-python-001,no_memory,2,1,pass,87704,5.306e-05,317,255,62,memswe-smoke-repo-qoppa-abstain-expired-fact-python-001-no_memory-r2-2026-07-09T10-34-04-337Z
repo-qoppa-abstain-expired-fact-python-001,no_memory,3,1,pass,65344,5.474e-05,323,255,68,memswe-smoke-repo-qoppa-abstain-expired-fact-python-001-no_memory-r3-2026-07-09T10-35-39-823Z
repo-qoppa-abstain-expired-fact-python-001,no_memory,4,1,pass,11645,4.5220000000000004e-05,289,255,34,memswe-smoke-repo-qoppa-abstain-expired-fact-python-001-no_memory-r4-2026-07-09T10-36-54-113Z
repo-qoppa-abstain-expired-fact-python-001,supermemory,1,1,pass,2013,3.71e-05,260,255,5,memswe-smoke-repo-qoppa-abstain-expired-fact-python-001-supermemory-r1-2026-07-09T12-08-26-569Z
repo-qoppa-abstain-expired-fact-python-001,supermemory,2,1,pass,9605,3.906e-05,267,255,12,memswe-smoke-repo-qoppa-abstain-expired-fact-python-001-supermemory-r2-2026-07-09T12-08-44-656Z
repo-qoppa-abstain-expired-fact-python-001,supermemory,3,1,pass,48312,3.9620000000000004e-05,269,255,14,memswe-smoke-repo-qoppa-abstain-expired-fact-python-001-supermemory-r3-2026-07-09T12-09-07-340Z
repo-qoppa-abstain-expired-fact-python-001,supermemory,4,1,pass,14087,4.55e-05,290,255,35,memswe-smoke-repo-qoppa-abstain-expired-fact-python-001-supermemory-r4-2026-07-09T12-10-10-149Z
repo-qoppa-abstain-expired-fact-python-001,zep,1,1,pass,26019,3.668000000000001e-05,258,254,4,memswe-smoke-repo-qoppa-abstain-expired-fact-python-001-zep-r1-2026-07-09T11-45-55-145Z
repo-qoppa-abstain-expired-fact-python-001,zep,2,1,pass,2638,4.788000000000001e-05,298,254,44,memswe-smoke-repo-qoppa-abstain-expired-fact-python-001-zep-r2-2026-07-09T11-46-59-950Z
repo-qoppa-abstain-expired-fact-python-001,zep,3,1,pass,2475,3.9200000000000004e-05,267,254,13,memswe-smoke-repo-qoppa-abstain-expired-fact-python-001-zep-r3-2026-07-09T11-47-41-840Z
repo-qoppa-abstain-expired-fact-python-001,zep,4,1,pass,2517,4.1160000000000006e-05,274,254,20,memswe-smoke-repo-qoppa-abstain-expired-fact-python-001-zep-r4-2026-07-09T11-48-23-808Z
repo-sigma-migration-order-recall-001,full_context,1,1,pass,2771,0.00014028,811,620,191,memswe-smoke-repo-sigma-migration-order-recall-001-full_context-r1-2026-07-09T01-31-49-940Z
repo-sigma-migration-order-recall-001,full_context,2,1,pass,1782,0.00010584,688,620,68,memswe-smoke-repo-sigma-migration-order-recall-001-full_context-r2-2026-07-09T01-31-57-725Z
repo-sigma-migration-order-recall-001,full_context,3,1,pass,2332,0.00014140000000000002,815,620,195,memswe-smoke-repo-sigma-migration-order-recall-001-full_context-r3-2026-07-09T01-32-04-417Z
repo-sigma-migration-order-recall-001,full_context,4,1,pass,2087,0.00011508000000000002,721,620,101,memswe-smoke-repo-sigma-migration-order-recall-001-full_context-r4-2026-07-09T01-32-12-556Z
repo-sigma-migration-order-recall-001,hindsight,1,1,pass,6416,0.00014882000000000003,700,337,363,memswe-smoke-repo-sigma-migration-order-recall-001-hindsight-r1-2026-07-09T10-51-30-371Z
repo-sigma-migration-order-recall-001,hindsight,2,1,pass,29316,0.00074494,2829,337,2492,memswe-smoke-repo-sigma-migration-order-recall-001-hindsight-r2-2026-07-09T10-53-13-184Z
repo-sigma-migration-order-recall-001,hindsight,3,1,pass,5431,9.758000000000001e-05,517,337,180,memswe-smoke-repo-sigma-migration-order-recall-001-hindsight-r3-2026-07-09T10-55-02-853Z
repo-sigma-migration-order-recall-001,hindsight,4,1,pass,2113,5.5020000000000005e-05,365,337,28,memswe-smoke-repo-sigma-migration-order-recall-001-hindsight-r4-2026-07-09T10-56-21-220Z
repo-sigma-migration-order-recall-001,honcho,1,1,pass,3835,0.00011564000000000001,673,520,153,memswe-smoke-repo-sigma-migration-order-recall-001-honcho-r1-2026-07-09T09-35-46-410Z
repo-sigma-migration-order-recall-001,honcho,2,1,pass,2912,0.00011158000000000001,734,671,63,memswe-smoke-repo-sigma-migration-order-recall-001-honcho-r2-2026-07-09T09-38-31-722Z
repo-sigma-migration-order-recall-001,honcho,3,1,pass,76531,0.00013706,747,515,232,memswe-smoke-repo-sigma-migration-order-recall-001-honcho-r3-2026-07-09T09-40-13-457Z
repo-sigma-migration-order-recall-001,honcho,4,1,pass,4398,0.0001239,716,547,169,memswe-smoke-repo-sigma-migration-order-recall-001-honcho-r4-2026-07-09T09-43-01-234Z
repo-sigma-migration-order-recall-001,no_memory,1,1,pass,3189,8.876000000000001e-05,486,338,148,memswe-smoke-repo-sigma-migration-order-recall-001-no_memory-r1-2026-07-09T05-03-29-996Z
repo-sigma-migration-order-recall-001,no_memory,2,1,pass,3128,9.1e-05,494,338,156,memswe-smoke-repo-sigma-migration-order-recall-001-no_memory-r2-2026-07-09T05-03-35-023Z
repo-sigma-migration-order-recall-001,no_memory,3,1,pass,3030,5.488e-05,365,338,27,memswe-smoke-repo-sigma-migration-order-recall-001-no_memory-r3-2026-07-09T05-03-40-023Z
repo-sigma-migration-order-recall-001,no_memory,4,1,pass,4265,7.364e-05,432,338,94,memswe-smoke-repo-sigma-migration-order-recall-001-no_memory-r4-2026-07-09T05-03-44-868Z
repo-sigma-migration-order-recall-001,supermemory,1,1,pass,13040,6.58e-05,404,338,66,memswe-smoke-repo-sigma-migration-order-recall-001-supermemory-r1-2026-07-09T12-01-22-593Z
repo-sigma-migration-order-recall-001,supermemory,2,1,pass,9840,0.000133,644,338,306,memswe-smoke-repo-sigma-migration-order-recall-001-supermemory-r2-2026-07-09T12-01-45-431Z
repo-sigma-migration-order-recall-001,supermemory,3,1,pass,5456,7.448e-05,435,338,97,memswe-smoke-repo-sigma-migration-order-recall-001-supermemory-r3-2026-07-09T12-02-08-644Z
repo-sigma-migration-order-recall-001,supermemory,4,1,pass,15670,7.672000000000001e-05,443,338,105,memswe-smoke-repo-sigma-migration-order-recall-001-supermemory-r4-2026-07-09T12-02-24-744Z
repo-sigma-migration-order-recall-001,zep,1,1,pass,55213,8.05e-05,456,337,119,memswe-smoke-repo-sigma-migration-order-recall-001-zep-r1-2026-07-09T11-30-15-631Z
